10月收支财务报表,Unnamed: 3,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,
,,,,,,,,,,,
"财务统计
STATISTICS",,10月收支明细 DETAIL,,,,,,,,,
,,序号,日期,收入,,,,支出,,,
月份查询,,,,项目,金额（¥）,备注,时间,项目,金额（¥）,备注,时间
,,95,,,,,,,,,
,,96,,,,,,,,,
,,97,,,,,,,,,
,,98,,,,,,,,,
,,99,,,,,,,,,
,,100,,,,,,,,,
,,101,,,,,,,,,
,,102,,,,,,,,,
,,103,,,,,,,,,
,,104,,,,,,,,,
,,105,,,,,,,,,
,,106,,,,,,,,,
,,107,,,,,,,,,
,,108,,,,,,,,,
,,109,,,,,,,,,
,,110,,,,,,,,,
,,111,,,,,,,,,
,,112,,,,,,,,,
,,113,,,,,,,,,
,,114,,,,,,,,,
,,115,,,,,,,,,
,,116,,,,,,,,,
,,117,,,,,,,,,
,,118,,,,,,,,,
,,119,,,,,,,,,
,,120,,,,,,,,,
,,121,,,,,,,,,
,,122,,,,,,,,,
,,123,,,,,,,,,
,,124,,,,,,,,,
,,125,,,,,,,,,
,,126,,,,,,,,,
,,127,,,,,,,,,
,,128,,,,,,,,,
,,129,,,,,,,,,
,,130,,,,,,,,,
,,131,,,,,,,,,
,,132,,,,,,,,,
,,133,,,,,,,,,
,,134,,,,,,,,,
,,135,,,,,,,,,
,,136,,,,,,,,,
,,137,,,,,,,,,
,,138,,,,,,,,,
,,139,,,,,,,,,
,,140,,,,,,,,,
,,141,,,,,,,,,
,,142,,,,,,,,,
,,143,,,,,,,,,
,,144,,,,,,,,,
,,145,,,,,,,,,
,,146,,,,,,,,,
,,147,,,,,,,,,
,,148,,,,,,,,,
,,149,,,,,,,,,
,,150,,,,,,,,,
,,151,,,,,,,,,
,,152,,,,,,,,,
,,153,,,,,,,,,
,,154,,,,,,,,,
,,155,,,,,,,,,
,,156,,,,,,,,,
,,157,,,,,,,,,
,,158,,,,,,,,,
,,159,,,,,,,,,
,,160,,,,,,,,,
,,161,,,,,,,,,
,,162,,,,,,,,,
,,163,,,,,,,,,
,,164,,,,,,,,,
,,165,,,,,,,,,
,,166,,,,,,,,,
,,167,,,,,,,,,
,,168,,,,,,,,,
,,169,,,,,,,,,
,,170,,,,,,,,,
,,171,,,,,,,,,
,,172,,,,,,,,,
,,173,,,,,,,,,
,,174,,,,,,,,,
,,175,,,,,,,,,
,,176,,,,,,,,,
,,177,,,,,,,,,
,,178,,,,,,,,,
,,179,,,,,,,,,
,,180,,,,,,,,,
,,181,,,,,,,,,
,,182,,,,,,,,,
,,183,,,,,,,,,
,,184,,,,,,,,,
,,185,,,,,,,,,
,,186,,,,,,,,,
,,187,,,,,,,,,
,,188,,,,,,,,,
,,189,,,,,,,,,
,,190,,,,,,,,,
,,191,,,,,,,,,
,,192,,,,,,,,,
,,193,,,,,,,,,
,,194,,,,,,,,,
,,195,,,,,,,,,
,,196,,,,,,,,,
,,197,,,,,,,,,
,,198,,,,,,,,,
,,199,,,,,,,,,
,,200,,,,,,,,,
,,201,,,,,,,,,
,,202,,,,,,,,,
,,203,,,,,,,,,
,,204,,,,,,,,,
,,205,,,,,,,,,
,,206,,,,,,,,,
,,207,,,,,,,,,
,,208,,,,,,,,,
,,209,,,,,,,,,
,,210,,,,,,,,,
,,211,,,,,,,,,
,,212,,,,,,,,,
,,213,,,,,,,,,
,,214,,,,,,,,,
,,215,,,,,,,,,
,,216,,,,,,,,,
,,217,,,,,,,,,
,,218,,,,,,,,,
,,219,,,,,,,,,
,,220,,,,,,,,,
,,221,,,,,,,,,
,,222,,,,,,,,,
,,223,,,,,,,,,
,,224,,,,,,,,,
,,225,,,,,,,,,
,,226,,,,,,,,,
,,227,,,,,,,,,
,,228,,,,,,,,,
,,229,,,,,,,,,
,,230,,,,,,,,,
,,231,,,,,,,,,
,,232,,,,,,,,,
,,233,,,,,,,,,
,,234,,,,,,,,,
,,235,,,,,,,,,
