4月收支财务报表,Unnamed: 3,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 16,Unnamed: 17
,,32,2024-04-10 00:00:00,,,,广告配套,39.904,FB个号15：22/39.904,,
,,33,2024-04-11 00:00:00,,,,远程佣金,1217,佣金16：03,FA3-4月代投费用,
,,34,2024-04-12 00:00:00,,,,广告配套,39.923,FB个号13：30/39.923,,
,,35,2024-04-12 00:00:00,后勤转入,30000,23：13,广告费,30000,23：15,,
,,36,2024-04-13 00:00:00,阿亦印度,20000,10：46,广告配套,50,FB个号11：50,,
,,37,2024-04-13 00:00:00,阿亦印度,57620,17:07:00,,,,,
,,38,2024-04-14 00:00:00,,,,后勤转回,30000,00：38,,
,,39,2024-04-14 00:00:00,,,,广告费,10000,00:39:00,,
,,40,2024-04-14 00:00:00,,,,广告费,10000,12:03:00,,
,,41,2024-04-14 00:00:00,阿亦印度,12380,15：01,,,,,
,,42,2024-04-14 00:00:00,阿宝5期,30000,18:16:00,广告费,1093,21:01:00,谷歌,
,,43,2024-04-15 00:00:00,,,,广告配套,50,FB个号13：23,,
,,44,2024-04-15 00:00:00,,,,广告配套,550,广告账户15：14,,
,,45,2024-04-15 00:00:00,,,,广告配套,550,广告账户18：10,,
,,46,2024-04-15 00:00:00,,,,广告费,15000,20：15,,
,,47,2024-04-16 00:00:00,,,,广告费,50000,15：24,,
,,48,2024-04-16 00:00:00,,,,广告配套,4,谷歌邮箱16：31,,
,,49,2024-04-16 00:00:00,,,,远程佣金,1217,佣金20：48,singer4/4-4/14佣金,
,,50,2024-04-16 00:00:00,,,,远程佣金,429,佣金20：57,singerterm4/11-4/14(史戈团队)佣金,
,,51,2024-04-17 00:00:00,阿宝5期,50000,16：29,广告费,10000,17:12:00,,
,,52,2024-04-17 00:00:00,,,,远程佣金,1199,佣金18：11,HT：3/27-4/14佣金,
,,53,2024-04-18 00:00:00,,,,广告费,10000,10:51:00,,
,,54,2024-04-18 00:00:00,,,,广告配套,51.5,FB个号12：56,410000,
,,55,2024-04-18 00:00:00,,,,广告配套,1500,谷歌广告户13：16,,
,,56,2024-04-18 00:00:00,,,,广告费,20000,17：29,,
,,57,2024-04-18 00:00:00,,,,广告配套,200,矿工费17：37,,
,,58,2024-04-18 00:00:00,,,,广告配套,14,域名17：51,,
,,59,2024-04-18 00:00:00,阿宝5期,30000,18：37,广告费,20000,19：35,,
,,60,2024-04-18 00:00:00,,,,广告费,1575,谷歌19：48,,
,,61,2024-04-19 00:00:00,阿宝5期,30000,13:51:00,广告配套,2369,郑州团队费用16：21,,
,,62,2024-04-19 00:00:00,,,,广告配套,377,FB广告户20：46,,
,,63,2024-04-19 00:00:00,,,,广告费,10000,23：22,,
,,64,2024-04-21 00:00:00,,,,广告费,20000,09：46,,
,,65,2024-04-21 00:00:00,,,,广告配套,51.5,FB个号11：11,,
,,66,2024-04-21 00:00:00,,,,广告配套,339,FB广告户17：11,,
,,67,2024-04-21 00:00:00,,,,广告配套,441.968,FB广告户18：35,,
,,68,2024-04-21 00:00:00,阿宝5期,30000,18:18:00,广告配套,103.44,FB个号18：38,,
,,69,2024-04-21 00:00:00,,,,广告费,5000,虚拟卡19：00,泰国时间,
,,70,2024-04-21 00:00:00,,,,广告配套,60,IP19：12,,
,,71,2024-04-21 00:00:00,,,,广告费,10000,19：20,,
,,72,2024-04-21 00:00:00,,,,广告费,6000,22:42:00,,
,,73,2024-04-22 00:00:00,,,,广告费,3764,谷歌00：08,,
,,74,2024-04-22 00:00:00,阿宝5期,40000,15：34,广告费,10000,12：41,,
,,75,2024-04-22 00:00:00,,,,广告费,20000,16：17,,
,,76,2024-04-22 00:00:00,,,,广告费,377,17:48:00,,
,,77,2024-04-22 00:00:00,,,,广告费,51.5,18:06:00,,
,,78,2024-04-22 00:00:00,,,,广告费,9675,18：10启航,,
,,79,2024-04-23 00:00:00,阿宝5期,50000,15：34,广告费,20000,12：53,,
,,80,2024-04-23 00:00:00,,,,广告费,1000,14：54小H,,
,,81,2024-04-23 00:00:00,,,,广告费,20000,15：40,,
,,82,2024-04-23 00:00:00,,,,广告费,15000,17：17,,
,,83,2024-04-23 00:00:00,,,,广告费,1010,18：00,,
,,84,2024-04-23 00:00:00,,,,广告费,5000,12：18虚拟卡,,
,,85,2024-04-24 00:00:00,,,,广告费,1515,09：03广告户2,,
,,86,2024-04-24 00:00:00,,,,广告费,10000,10：48,,
,,87,2024-04-24 00:00:00,阿宝5期,50000,13：32,广告配套,60,IP13：24,,
,,88,2024-04-24 00:00:00,,,,广告费,1515,13:43:00,,
,,89,2024-04-24 00:00:00,,,,广告费,25000,13：45,,
,,90,2024-04-24 00:00:00,,,,广告费,3030,14：23,,
,,91,2024-04-24 00:00:00,,,,广告配套,51.5,FB个号15：09,,
,,92,2024-04-24 00:00:00,,,,广告费,3051.13,15：26,,
,,93,2024-04-24 00:00:00,,,,广告费,5250,15：31,,
,,94,2024-04-24 00:00:00,,,,广告费,2020,17：04,,
,,95,2024-04-24 00:00:00,,,,广告费,6300,21:10:00,,
,,96,2024-04-25 00:00:00,,,,广告费,3030,08：27,,
,,97,2024-04-25 00:00:00,,,,广告费,1300,13：10,,
,,98,2024-04-25 00:00:00,阿宝5期,50000,14:51:00,广告费,5000,14：56,,
,,99,2024-04-25 00:00:00,,,,广告费,15000,15：14,,
,,100,2024-04-25 00:00:00,,,,广告配套,51.5,FB个号16：57,,
,,101,2024-04-25 00:00:00,,,,广告费,2525,17：30,,
,,102,2024-04-25 00:00:00,,,,远程佣金,1362,佣金22：14,singer4/15-4/22佣金,
,,103,2024-04-26 00:00:00,,,,广告费,2020,10：27,,
,,104,2024-04-26 00:00:00,,,,广告费,6000,12：27,,
,,105,2024-04-26 00:00:00,阿宝5期,50000,13：42,广告费,40000,13：48,,
,,106,2024-04-26 00:00:00,,,,广告费,1050,14：28,,
,,107,2024-04-27 00:00:00,阿特,20000,20：15,广告费,6000,22:29:00,,
,,108,2024-04-28 00:00:00,阿特,10000,01：43,广告费,3991.61,09：57,,
,,109,2024-04-28 00:00:00,,,,广告费,30000,11：04,,
,,110,2024-04-28 00:00:00,阿特,5000,17：39,广告配套,51.5,FB个号14：17,,
,,111,2024-04-28 00:00:00,,,,广告费,3030,17：42,167000,
,,112,2024-04-28 00:00:00,,,,广告费,18000,17：44,,
,,113,2024-04-28 00:00:00,阿特,9000,18：12,广告费,3030,18：14,,
,,114,2024-04-28 00:00:00,,,,广告费,5003,18：16,,
,,115,2024-04-28 00:00:00,后勤,5000,22：41,广告费,2525,22:43:00,,
,,116,2024-04-29 00:00:00,,,,广告费,4300,09：58,,
,,117,2024-04-29 00:00:00,后勤,10000,10：06,广告费,2100,10：07,,
,,118,2024-04-29 00:00:00,阿特,19665,15：57,广告费,7000,10：08,,
,,119,2024-04-29 00:00:00,,,,广告费,20000,16：03,,
,,120,2024-04-29 00:00:00,,,,广告配套,51.5,FB个号16：33,,
,,121,2024-04-29 00:00:00,后勤,5000,17:00:00,广告费,2020,17：01,,
,,122,2024-04-29 00:00:00,,,,广告费,2100,17：42,,
,,123,2024-04-29 00:00:00,阿特,40335,20:39:00,广告费,30000,20:50:00,,
,,124,2024-04-29 00:00:00,,,,广告费,4040,20:58:00,,
,,125,2024-04-29 00:00:00,阿特,30000,21:51:00,广告费,30000,22:10:00,,
,,126,2024-04-30 00:00:00,,,,广告配套,51.5,FB个号16：06,,
,,127,2024-04-30 00:00:00,阿特,21000,18：02,广告费,10000,18：04,,
,,128,2024-04-30 00:00:00,阿特,12000,22：28,广告费,30000,22：29,,
,,129,2024-05-03 00:00:00,,,,远程佣金,1636,17：25,4/23-4/28（singerteam）已转,
,,130,,,,,,,,,
,,131,,,,,,,,,
,,132,,,,,,,,,
,,133,,,,,,,,,
,,134,,,,,,,,,
,,135,,,,,,,,,
,,136,,,,,,,,,
,,137,,,,,,,,,
,,138,,,,,,,,,
,,139,,,,,,,,,
,,140,,,,,,,,,
,,141,,,,,,,,,
,,142,,,,,,,,,
,,143,,,,,,,,,
,,144,,,,,,,,,
,,145,,,,,,,,,
,,146,,,,,,,,,
,,147,,,,,,,,,
,,148,,,,,,,,,
,,149,,,,,,,,,
,,150,,,,,,,,,
,,151,,,,,,,,,
,,152,,,,,,,,,
,,153,,,,,,,,,
,,154,,,,,,,,,
,,155,,,,,,,,,
,,156,,,,,,,,,
,,157,,,,,,,,,
,,158,,,,,,,,,
,,159,,,,,,,,,
,,160,,,,,,,,,
,,161,,,,,,,,,
,,162,,,,,,,,,
,,163,,,,,,,,,
,,164,,,,,,,,,
,,165,,,,,,,,,
,,166,,,,,,,,,
,,167,,,,,,,,,
,,168,,,,,,,,,
,,169,,,,,,,,,
,,170,,,,,,,,,
,,171,,,,,,,,,
,,172,,,,,,,,,
,,173,,,,,,,,,
,,174,,,,,,,,,
,,175,,,,,,,,,
,,176,,,,,,,,,
,,177,,,,,,,,,
,,178,,,,,,,,,
,,179,,,,,,,,,
,,180,,,,,,,,,
,,181,,,,,,,,,
,,182,,,,,,,,,
,,183,,,,,,,,,
,,184,,,,,,,,,
,,185,,,,,,,,,
,,186,,,,,,,,,
,,187,,,,,,,,,
,,188,,,,,,,,,
,,189,,,,,,,,,
,,190,,,,,,,,,
,,191,,,,,,,,,
,,192,,,,,,,,,
,,193,,,,,,,,,
,,194,,,,,,,,,
,,195,,,,,,,,,
,,196,,,,,,,,,
,,197,,,,,,,,,
,,198,,,,,,,,,
,,199,,,,,,,,,
,,200,,,,,,,,,
,,201,,,,,,,,,
,,202,,,,,,,,,
,,203,,,,,,,,,
,,204,,,,,,,,,
,,205,,,,,,,,,
,,206,,,,,,,,,
,,207,,,,,,,,,
,,208,,,,,,,,,
,,209,,,,,,,,,
,,210,,,,,,,,,
,,211,,,,,,,,,
,,212,,,,,,,,,
,,213,,,,,,,,,
,,214,,,,,,,,,
,,215,,,,,,,,,
,,216,,,,,,,,,
,,217,,,,,,,,,
,,218,,,,,,,,,
,,219,,,,,,,,,
,,220,,,,,,,,,
,,221,,,,,,,,,
,,222,,,,,,,,,
,,223,,,,,,,,,
,,224,,,,,,,,,
,,225,,,,,,,,,
,,226,,,,,,,,,
,,227,,,,,,,,,
,,228,,,,,,,,,
,,229,,,,,,,,,
,,230,,,,,,,,,
,,231,,,,,,,,,
,,232,,,,,,,,,
,,233,,,,,,,,,
,,234,,,,,,,,,
,,235,,,,,,,,,
