日期,地区,投手,账户名称/ID,账户种类,代理商,转点截图Today MAX,转点截图yesterday MAX,备注,手续费,实际消耗,"包含手续费
的消耗",开户费
2025-09-04,西班牙,YK,Books-ZK-7-QQB-191  1953330738777235,直客户,海总&志诚三不限,1402.44732,1098.11868,,21.3030048,304.32864,325.6316448,
2025-09-04,西班牙,YK,WBD 40 USD - DTG026  720083724180530,美金户,海总新渠道,147.72,,,16.2492,147.72,163.9692,
2025-09-04,德国,YK,GOGO-ZDD-ADA-7-GX-120  1090207259175102,越南户,海总&志诚三不限,260.32768,198.77468,,6.1553,61.553,67.7083,
2025-09-04,德国,YK,JNS-MIG-GoldP-backup--7-102  758968449073066,美金户,印度企业户 欧洲美金户,193.55,102.14,,11.8833,91.41,103.2933,
2025-09-04,德国,YK,GOGO-ZDD-ADA-7-GX- 021  1992605744877902,越南户,海总&志诚三不限,47.6134,13.71504,,3.389836,33.89836,37.288196,
2025-09-04,德国,YJ,JNS-MIG-Goldp-100page--3-45  1393109068235677,美金户,印度企业户 欧洲美金户,,6707.48,历史消耗,,,,
2025-09-04,德国,YJ,JNS-MIG-GoldP-Backup--3-84  798425322312892,美金户,印度企业户 欧洲美金户,,4.31,历史消耗,,,,
2025-09-04,德国,YJ,AAA4-YQHD-016  1246538053893074,美金户,Y-5208 FB欧/美户,217.87,181.56,,3.9941,36.31,40.3041,
2025-09-04,西班牙,YJ,Books-ZK-5-QQB-196  1818502075439838,直客户,海总&志诚三不限,39.95,,,2.7965,39.95,42.7465,
2025-09-04,西班牙,YJ,GOGO-ZDD-ADA-7-GX-113  2954453418072138,越南户,海总&志诚三不限,110.53652,40.98008,,6.955644,69.55644,76.512084,
2025-09-05,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,83163.26331,83029.56556,,10.69582,133.69775,144.39357,
2025-09-05,印度,MY,SUPER-NE+7-THB-11  1771730779699928,泰国泰铢老户,GT&SHEN 欧洲户８＋１ 港60+5+1,883.439,862.0833333,,1.708453333,21.35566667,23.06412,
2025-09-05,印度,SG,Books-ZK-7-QQB-36  719963797485572,直客户,海总&志诚三不限,29.75,,,2.0825,29.75,31.8325,
2025-09-05,印度,HW,Cho thuê 1229  1859534884979446,越南美金户,泰华-启航渠道,783.34,428.38,,43.02545455,354.96,397.9854545,
2025-09-05,印度,HW,Cho thuê 1139  1051024353839221,越南美金户,泰华-启航渠道,3870.74,3275.6,,72.13818182,595.14,667.2781818,
2025-09-05,德国,YJ,Books-ZK-5-QQB-196  1818502075439838,直客户,海总&志诚三不限,150.28,39.95,,7.7231,110.33,118.0531,
2025-09-05,德国,YJ,AAA4-YQHD-016  1246538053893074,美金户,Y-5208 FB欧/美户,320.45,217.87,,11.2838,102.58,113.8638,
2025-09-05,西班牙,YK,GOGO-ZDD-ADA-7-GX-114  1498233424879693,越南户,海总&志诚三不限,2978.51956,2769.51132,,20.900824,209.00824,229.909064,
2025-09-05,西班牙,YK,Books-ZK-7-QQB-191  1953330738777235,直客户,海总&志诚三不限,1492.83252,1402.44732,,6.326964,90.3852,96.712164,
2025-09-05,西班牙,YK,WBD 40 USD - DTG026  720083724180530,美金户,海总新渠道,344.82,147.72,,21.681,197.1,218.781,
2025-09-05,西班牙,YK,GOGO-ZDD-ADA-7-GX-120  1090207259175102,越南户,海总&志诚三不限,175.52832,,,17.552832,175.52832,193.081152,
2025-09-05,西班牙,YK,JNS-MIG-GoldP-backup--7-102  758968449073066,美金户,印度企业户 欧洲美金户,31.35,,,4.0755,31.35,35.4255,
2025-09-06,德国,YJ,Books-ZK-5-QQB-196  1818502075439838,直客户,海总&志诚三不限,221.3,150.28,,4.9714,71.02,75.9914,
2025-09-06,德国,YJ,JNS-MIG-Goldp-100page--3-45  1393109068235677,美金户,印度企业户 欧洲美金户,6738.96,6707.48,,4.0924,31.48,35.5724,
2025-09-07,德国,YJ,JNS-MIG-Goldp-100page--3-45  1393109068235677,美金户,印度企业户 欧洲美金户,6784.63,6738.96,,5.9371,45.67,51.6071,
2025-09-07,德国,YJ,Books-ZK-5-QQB-196  1818502075439838,直客户,海总&志诚三不限,263.04,221.3,,2.9218,41.74,44.6618,
2025-09-08,意大利,YK,UKLY-65  715684934691441,美金户,凤凰&洛阳,,376.64,历史消耗,,,,
2025-09-08,印度,HW,Eastar 4 - Ada - 179  1268721811718009,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,402.5,,,36.225,402.5,438.725,
2025-09-08,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,84604.093,83163.26331,,115.266375,1440.829687,1556.096062,
2025-09-08,印度,HY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,1765.7305,1750.53025,,1.21602,15.20025,16.41627,
2025-09-08,印度,HY,Eastar 4 - Ada - 34 1106733488068476,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,375.64,,,33.8076,375.64,409.4476,
2025-09-08,意大利,YK,UKLY-65  715684934691441,美金户,凤凰&洛阳,500.0,376.64,,16.0368,123.36,139.3968,
2025-09-08,意大利,YJ,Eastar 4 - Ada - 64  4150151555266546,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,100.46,,,9.0414,100.46,109.5014,
2025-09-08,意大利,YJ,JNS-MIG-Goldp-100page--3-45  1393109068235677,美金户,印度企业户 欧洲美金户,6941.1,6784.63,,20.3411,156.47,176.8111,
2025-09-08,意大利,YJ,Books-ZK-5-QQB-196  1818502075439838,直客户,海总&志诚三不限,436.89,263.04,,12.1695,173.85,186.0195,
2025-09-08,印度,ZJ,BA GLADIUS 4  936002028210213,印尼企业户,印度户印尼企业户,14866.0,14712.38,,13.8258,153.62,167.4458,
2025-09-09,印度,HW,Eastar 4 - Ada - 179  1268721811718009,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,2156.72,402.5,,157.8798,1754.22,1912.0998,
2025-09-09,印度,HW,BONS-A7108-B0000(+7)-1366  758934260217835,美金户,路人互动-海总（30-9）山,158.14,,,14.2326,158.14,172.3726,
2025-09-09,印度,YJ,Books-ZK-5-QQB-196  1818502075439838,直客户,海总&志诚三不限,628.22,436.89,,13.3931,191.33,204.7231,
2025-09-09,印度,YJ,Eastar 4 - Ada - 64  4150151555266546,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,132.08,100.46,,2.8458,31.62,34.4658,
2025-09-09,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,86085.04531,84604.093,,118.476185,1480.952313,1599.428498,
2025-09-09,印度,MY,Eastar 4 - Ada - 79  1830885277637508,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,19.02,,,1.7118,19.02,20.7318,
2025-09-09,印度,HY,Eastar 4 - Ada - 34 1106733488068476,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,1829.15,375.64,,130.8159,1453.51,1584.3259,
2025-09-09,印度,ZJ,BA GLADIUS 4  936002028210213,印尼企业户,印度户印尼企业户,14986.95,14866.0,,10.8855,120.95,131.8355,
2025-09-09,新加坡,YK,OO - 2091 - Devianto - 405  2649419365236089,印尼户,印度户印尼企业户,203.783375,,,14.26483625,203.783375,218.0482113,
2025-09-09,印度,MY,GRE-US-P3-CL-11  603742395972218,企业额度户,海总&志诚三不限,144.4,,,21.66,144.4,166.06,
2025-09-09,意大利,YK,UKLY-65  715684934691441,美金户,凤凰&洛阳,2356.57,123.36,,290.3173,2233.21,2523.5273,
2025-09-10,印度,HY,Cho thuê 915  1248295326999686,越南美金户,启航,,1042.55,历史消耗,,,,
2025-09-10,印度,HY,Eastar 4 - Ada - 34 1106733488068476,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,5013.21,1829.15,,286.5654,3184.06,3470.6254,
2025-09-10,印度,HW,Eastar 4 - Ada - 179  1268721811718009,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,3589.94,2156.72,,128.9898,1433.22,1562.2098,
2025-09-10,印度,HW,BONS-A7108-B0000(+7)-1366  758934260217835,美金户,路人互动-海总（30-9）山,327.43,158.14,,15.2361,169.29,184.5261,
2025-09-10,印度,XH,Books-ZK-5-QQB-195  1358779739001459,直客户,海总&志诚三不限,60.4,,,4.228,60.4,64.628,
2025-09-10,印度,YJ,Books-ZK-5-QQB-196  1818502075439838,直客户,海总&志诚三不限,876.99,628.22,,17.4139,248.77,266.1839,
2025-09-10,意大利,YK,UKLY-65  715684934691441,美金户,凤凰&洛阳,2935.47,2356.57,,75.257,578.9,654.157,
2025-09-10,意大利,YK,UKLY-244  663990202931928,美金户,凤凰&洛阳,11.62,,,1.5106,11.62,13.1306,
2025-09-10,新加坡,YK,OO - 2091 - Devianto - 405  2649419365236089,印尼户,印度户印尼企业户,272.783,203.783375,,4.82997375,68.999625,73.82959875,
2025-09-10,新加坡,YK,BRG-USD-010G06-080802-GMT+8  1435235944445379,美金户,启航,71.5,,,7.944444444,71.5,79.44444444,
2025-09-10,印度,ZJ,BA GLADIUS 4  936002028210213,印尼企业户,印度户印尼企业户,16118.34,14986.95,,101.8251,1131.39,1233.2151,
2025-09-10,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,87224.46494,86085.04531,,91.15357,1139.419625,1230.573195,
2025-09-10,印度,MY,GRE-US-P3-CL-11  603742395972218,企业额度户,海总&志诚三不限,500.0,144.4,,53.34,355.6,408.94,
2025-09-10,印度,MY,Eastar 4 - Ada - 79  1830885277637508,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,309.12,19.02,,26.109,290.1,316.209,
2025-09-11,印度,HY,Eastar 4 - Ada - 34 1106733488068476,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,9511.91,5013.21,,404.883,4498.7,4903.583,
2025-09-11,印度,XH,Books-ZK-5-QQB-195  1358779739001459,直客户,海总&志诚三不限,70.63,60.4,,0.7161,10.23,10.9461,
2025-09-11,印度,YJ,Books-ZK-5-QQB-196  1818502075439838,直客户,海总&志诚三不限,1038.08,876.99,,11.2763,161.09,172.3663,
2025-09-11,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,89682.027,87224.46494,,196.604965,2457.562063,2654.167028,
2025-09-11,印度,MY,GRE-US-P3-CL-11  603742395972218,企业额度户,海总&志诚三不限,1500.0,500.0,,150.0,1000.0,1150.0,
2025-09-11,印度,MY,Eastar 4 - Ada - 79  1830885277637508,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,521.24,309.12,,19.0908,212.12,231.2108,
2025-09-11,印度,ZJ,BA GLADIUS 4  936002028210213,印尼企业户,印度户印尼企业户,17621.89,16118.34,,135.3195,1503.55,1638.8695,
2025-09-11,印度,ZJ,Eastar 4 - Ada - 309  1666968493966995,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,70.14,,,6.3126,70.14,76.4526,
2025-09-11,印度,HW,Eastar 4 - Ada - 179  1268721811718009,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,3965.45,3589.94,,33.7959,375.51,409.3059,
2025-09-11,印度,HW,BONS-A7108-B0000(+7)-1366  758934260217835,美金户,路人互动-海总（30-9）山,470.02,327.43,,12.8331,142.59,155.4231,
2025-09-11,印度,HW,RHU+8-USD-1331  1306143867559640,海外美金户,6% 海外户,17.54,,,1.5786,17.54,19.1186,
2025-09-11,意大利,YK,OO - 2091 - Devianto - 405  2649419365236089,印尼户,印度户印尼企业户,195.90875,,,13.7136125,195.90875,209.6223625,
2025-09-11,意大利,YK,0580 Pro 5 - 1572714704110298  1572714704110298,美金户,印度企业户 欧洲美金户,230.26,,,25.3286,230.26,255.5886,
2025-09-11,意大利,YK,BRG-USD-010G06-080802-GMT+8  1435235944445379,美金户,启航,365.22,71.5,,32.63555556,293.72,326.3555556,
2025-09-11,印度,YJ,Books-ZK+7-QQB-347  1875281213050671,直客户,海总&志诚三不限,29.97,,,2.0979,29.97,32.0679,
2025-09-12,印度,FD,Eastar 4 - Ada - 300  1296499035350127,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,272.27,,,24.5043,272.27,296.7743,
2025-09-12,印度,JK,Eastar 4 - Ada - 301  24524658753842868,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,278.6,,,25.074,278.6,303.674,
2025-09-12,印度,HY,Eastar 4 - Ada - 34 1106733488068476,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,13850.25,9511.91,,390.4506,4338.34,4728.7906,
2025-09-12,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,90399.72488,89682.027,,57.41583,717.697875,775.113705,
2025-09-12,印度,MY,Eastar 4 - Ada - 79  1830885277637508,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,671.21,521.24,,13.4973,149.97,163.4673,
2025-09-12,印度,XH,Books-ZK-5-QQB-195  1358779739001459,直客户,海总&志诚三不限,158.34,70.63,,6.1397,87.71,93.8497,
2025-09-12,意大利,YK,BON-XANY-USD-0909-28  1317462399985759,美金户,海总-黑泽-欧洲户对接,88.86,,,8.068488,88.86,96.928488,
2025-09-12,印度,YJ,Books-ZK+7-QQB-347  1875281213050671,直客户,海总&志诚三不限,262.73,29.97,,16.2932,232.76,249.0532,
2025-09-12,印度,HW,BONS-A7108-B0000(+7)-1366  758934260217835,美金户,路人互动-海总（30-9）山,911.24,470.02,,39.7098,441.22,480.9298,
2025-09-12,印度,HW,Eastar 4 - Ada - 375  681139025007076,美金户,海总&志诚三不限,23.49,,,1.6443,23.49,25.1343,
2025-09-12,印度,ZJ,BA GLADIUS 4  936002028210213,印尼企业户,印度户印尼企业户,,18471.97,历史消耗,,,,
2025-09-13,印度,FD,Eastar 4 - Ada - 300  1296499035350127,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,1627.19,272.27,,121.9428,1354.92,1476.8628,
2025-09-13,印度,JK,Eastar 4 - Ada - 301  24524658753842868,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,554.28,278.6,,24.8112,275.68,300.4912,
2025-09-13,印度,HY,Eastar 4 - Ada - 34 1106733488068476,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,13850.25,13850.25,,0.0,0.0,0.0,
2025-09-13,印度,XH,Books-ZK-5-QQB-195  1358779739001459,直客户,海总&志诚三不限,407.37,158.34,,17.4321,249.03,266.4621,
2025-09-13,印度,YJ,Books-ZK+7-QQB-347  1875281213050671,直客户,海总&志诚三不限,686.64,262.73,,29.6737,423.91,453.5837,
2025-09-13,印度,HW,BONS-A7108-B0000(+7)-1366  758934260217835,美金户,路人互动-海总（30-9）山,1699.1,911.24,,70.9074,787.86,858.7674,
2025-09-13,印度,HW,NHHMAX+7-llinda-10  738828212333384,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,1868.98,,,130.8286,1868.98,1999.8086,
2025-09-13,印度,HW,Eastar 4 - Ada - 375  681139025007076,美金户,海总&志诚三不限,687.86,23.49,,46.5059,664.37,710.8759,
2025-09-13,印度,YJ,Eastar 4 - Ada - 309  1666968493966995,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,,101.49,历史消耗,,,,
2025-09-13,印度,YJ,Eastar 4 - Ada - 392  746448004902301,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,,9.0,历史消耗,,,,
2025-09-13,印度,LM,Eastar 4 - Ada - 72  1218687010304721,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,103.65,,,9.3285,103.65,112.9785,
2025-09-14,印度,FD,Eastar 4 - Ada - 300  1296499035350127,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,2925.41,1627.19,,116.8398,1298.22,1415.0598,
2025-09-14,印度,XH,Books-ZK-5-QQB-195  1358779739001459,直客户,海总&志诚三不限,899.42,407.37,,34.4435,492.05,526.4935,
2025-09-14,印度,HY,Eastar 4 - Ada - 34 1106733488068476,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,16047.93,13850.25,,197.7912,2197.68,2395.4712,
2025-09-14,意大利,YK,BON-XANY-USD-0909-28  1317462399985759,美金户,海总-黑泽-欧洲户对接,1455.56,88.86,,124.09636,1366.7,1490.79636,
2025-09-14,意大利,YK,NHHXL-MIG-Goldp-Niubi-+7-104 24294763353514934,美金户,印度企业户 欧洲美金户,496.02,,,64.4826,496.02,560.5026,
2025-09-14,意大利,YK,BON-XANY-USD-0911-31  925250519810317,美金户,海总-黑泽-欧洲户对接,480.97,,,43.672076,480.97,524.642076,
2025-09-14,意大利,YK,ONELY-34  632893636145484,美金户,凤凰&洛阳,488.62,,,44.366696,488.62,532.986696,
2025-09-14,印度,LD,Eastar 4 - Ada - 302  1537471214263511,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,59.46,,,5.3514,59.46,64.8114,
2025-09-14,印度,YJ,Books-ZK+7-QQB-347  1875281213050671,直客户,海总&志诚三不限,952.06,686.64,,18.5794,265.42,283.9994,
2025-09-14,印度,LM,Eastar 4 - Ada - 72  1218687010304721,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,108.67,103.65,,0.4518,5.02,5.4718,
2025-09-14,印度,HW,NHHMAX+7-llinda-10  738828212333384,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,4240.55,1868.98,,166.0099,2371.57,2537.5799,
2025-09-14,印度,HW,BONS-A7108-B0000(+7)-1366  758934260217835,美金户,路人互动-海总（30-9）山,3525.36,1699.1,,164.3634,1826.26,1990.6234,
2025-09-14,印度,HW,Eastar 4 - Ada - 375  681139025007076,美金户,海总&志诚三不限,2003.98,687.86,,92.1284,1316.12,1408.2484,
2025-09-15,印度,HY,Eastar 4 - Ada - 34 1106733488068476,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,18969.32,16047.93,,262.9251,2921.39,3184.3151,
2025-09-15,印度,XH,Books-ZK-5-QQB-195  1358779739001459,直客户,海总&志诚三不限,1616.81,899.42,,50.2173,717.39,767.6073,
2025-09-15,印度,LM,Eastar 4 - Ada - 72  1218687010304721,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,309.07,108.67,,18.036,200.4,218.436,
2025-09-15,印度,FD,Eastar 4 - Ada - 300  1296499035350127,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,4680.98,2925.41,,158.0013,1755.57,1913.5713,
2025-09-15,印度,LD,Eastar 4 - Ada - 302  1537471214263511,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,126.12,59.46,,5.9994,66.66,72.6594,
2025-09-15,印度,JK,Eastar 4 - Ada - 301  24524658753842868,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,875.27,554.28,,28.8891,320.99,349.8791,
2025-09-15,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,90767.03938,90399.72488,,29.38516,367.3145,396.69966,
2025-09-15,印度,MY,BA GLADIUS 4  936002028210213,印尼企业户,印度户印尼企业户,103.8,,,9.342,103.8,113.142,
2025-09-15,印度,MY,Account Gabriel 72 UTC 00:00 IN USE  1441718167008965,额度户,凤凰&洛阳,648.99,,,84.3687,648.99,733.3587,
2025-09-15,印度,MY,HOORAY 51_NLM  1499528597662364,授信额度户,深圳芳林子,152.32,,,23.061248,152.32,175.381248,
2025-09-15,印度,HW,NHHMAX+7-llinda-10  738828212333384,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,5937.85,4240.55,,118.811,1697.3,1816.111,
2025-09-15,印度,HW,BONS-A7108-B0000(+7)-1366  758934260217835,美金户,路人互动-海总（30-9）山,3738.28,3525.36,,19.1628,212.92,232.0828,
2025-09-15,印度,HW,Eastar 4 - Ada - 375  681139025007076,美金户,海总&志诚三不限,2189.44,2003.98,,12.9822,185.46,198.4422,
2025-09-15,印度,HW,BONS-A7515-B0000(+7)-1388  1397183488012900,美金户,路人互动-海总（30-9）山,23.25,,,2.0925,23.25,25.3425,
2025-09-15,意大利,YK,BON-XANY-USD-0909-28  1317462399985759,美金户,海总-黑泽-欧洲户对接,1534.39,1455.56,,7.157764,78.83,85.987764,
2025-09-15,意大利,YK,NHHXL-MIG-Goldp-Niubi-+7-104 24294763353514934,美金户,印度企业户 欧洲美金户,514.53,496.02,,2.4063,18.51,20.9163,
2025-09-15,意大利,YK,BON-XANY-USD-0911-31  925250519810317,美金户,海总-黑泽-欧洲户对接,544.62,480.97,,5.77942,63.65,69.42942,
2025-09-15,意大利,YK,ONELY-34  632893636145484,美金户,凤凰&洛阳,542.17,488.62,,4.86234,53.55,58.41234,
2025-09-15,印度,YJ,Eastar 4 - Ada - 309  1666968493966995,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,208.3,101.49,,9.6129,106.81,116.4229,
2025-09-15,印度,YJ,Eastar 4 - Ada - 392  746448004902301,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,108.14,9.0,,8.9226,99.14,108.0626,
2025-09-12,印度,SG,BONS-A6735-B0000(+7)-1360  1118079943590838,美金户,路人互动-海总（30-9）山,87.57,,,7.8813,87.57,95.4513,
2025-09-12,印度,SG,Eastar 4 - Ada - 33  633542996103955,美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,100.0,,,9.0,100.0,109.0,
2025-09-16,马来西亚,YK,NHHXL-MIG-Goldp-Niubi-+7-104 24294763353514934,美金户,印度企业户 欧洲美金户,136.84,,,17.7892,136.84,154.6292,
