2025年7月收支财务报表,Unnamed: 3,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 18,Unnamed: 19
1144021.937,,17,2025-07-03 00:00:00,印度12期,50000,,15:15:00,印度企业户 欧洲美金户,11141.72,(10000-395.07)*1.16=11141.72  ,15:18:00,,15540,印度20期
结余,,18,2025-07-03 00:00:00,,,,,深圳芳林子,11918,10000*1.18*1.01=11918,15:29:00,,4290,渠道BF 德国B
368534.2709,,19,2025-07-03 00:00:00,德国股票粉（2）组【张小强】,2025.6,"7月1-2日 德国股票粉（2）组【张小强】
7/1
T3确认有效7.66个
K4确认有效1个

7/2 F6确认有效4

合计: （8.66+4）*160=2025.6",15:34:00,,,,,,14152,波贝3期
,,20,2025-07-03 00:00:00,印度汤总,42000,,21:21:00,,,,,,1144021.937,
,,21,2025-07-04 00:00:00,拉总（印度）24,4800,,00:10:00,印度企业户 欧洲美金户,8050,7000*1.15=8050U,13:49:00,,,
,,22,2025-07-04 00:00:00,,,,,深圳芳林子,7251.8,(1000*1.13+150+5000*1.18)*1.01=7251.8,14:04:00,,往上支出-------------------分割线-------------------往下收入,
,,23,2025-07-04 00:00:00,,,,,印度企业户 欧洲美金户,1150,1000*1.15=1150U,15:10:00,,,
,,24,2025-07-04 00:00:00,,,,,海总新渠道 10+1,2260,2000*1.13=2260,16:02:00,,41040,拉总（印度）24
,,25,2025-07-04 00:00:00,Nancy-印度户15➕1,11323.12,,16:21:00,启航广告费,2087.72,6/7-7/4 :   4100+544.45-2556.73=2087.72,17:42:00,,4371.2,德国股票粉（2）组【张小强】
,,26,2025-07-04 00:00:00,,,,,海总新渠道 10+1,1130,1000*1.13=1130,18:49:00,,68904,德国股票粉（3）组【张小强】
,,27,2025-07-04 00:00:00,波贝3期,50000,,19:41:00,,,,,,100000,印度12期
,,28,2025-07-04 00:00:00,印度汤总,12488,,22:53:00,,,,,,50000,印度13期
,,29,2025-07-04 00:00:00,拉总（印度）24,8184,,23:39:00,,,,,,50000,印度14期
,,30,2025-07-05 00:00:00,,,,,后勤支出,8147.005492957746,发工资,15:03:00,,129228,印度15期
,,31,2025-07-05 00:00:00,,,,,后勤支出,7389.327183098591,发工资,15:05:00,,110488,印度汤总
,,32,2025-07-05 00:00:00,,,,,后勤支出,6170.572816901409,发工资,15:07:00,,100000,波贝3期
,,33,2025-07-05 00:00:00,,,,,后勤支出,675.3802816901409,发工资,15:09:00,,150000,波贝4期
,,34,2025-07-05 00:00:00,,,,,后勤支出,2657.577464788733,发工资,15:11:00,,18400,德国蟑螂哥渠道
,,35,2025-07-05 00:00:00,,,,,后勤支出,816.9014084507043,发工资,15:12:00,,100800,印度20期
,,36,2025-07-05 00:00:00,,,,,后勤支出,4684.617464788733,发工资,15:14:00,,50000,印度21期
,,37,2025-07-05 00:00:00,,,,,后勤支出,870.350281690141,发工资,15:15:00,,320,海总-西班牙测试
,,38,2025-07-05 00:00:00,,,,,后勤支出,902.4920676056339,发工资,15:17:00,,51248,印度22期
,,39,2025-07-05 00:00:00,,,,,后勤支出,563.3802816901409,发工资,15:18:00,,100000,印度24期
,,40,2025-07-05 00:00:00,,,,,后勤支出,27.3,发工资,15:21:00,,7080,德国（海哥）
,,41,2025-07-05 00:00:00,,,,,后勤支出,5000,发工资,15:22:00,,80000,印度25期
,,42,2025-07-05 00:00:00,,,,,后勤支出,13868.247,"6月分红- LH，138,682.47*10%=13868.247",15:31:00,,9600,德国股票粉（1）组【张小强】
,,43,2025-07-05 00:00:00,,,,,启航广告费,2377.77,1600*1.1/0.99-1600+600=2377.77,21:16:00,,50000,B1印度
,,44,2025-07-06 00:00:00,,,,,后勤支出,27.3,发工资,12:04:00,,80000,意大利3期
,,45,2025-07-06 00:00:00,济宁韦宁&香港有意思 二不限 3%,209.79,,16:38:00,,,,,,140,老傅渠道
,,46,2025-07-06 00:00:00,德国股票粉（3）组【张小强】,1280,,16:57:00,,,,,,694.36,开户美国三不限户
,,47,2025-07-06 00:00:00,德国股票粉（2）组【张小强】,160,,17:00:00,,,,,,5156,海总/户合作mom
,,48,2025-07-06 00:00:00,,,,,波贝3期,14152,退款,22:52:00,,1933.22,泰华&ME-FB海外户对接群
,,49,2025-07-07 00:00:00,,,,,渠道BF 德国B,4290,退款,10:53:00,,1120.8,黑泽-欧洲户对接
,,50,2025-07-07 00:00:00,,,,,印度企业户 欧洲美金户,5037.26,（5000-619.77）*1.15=5037.26U,14:55:00,,209.79,济宁韦宁&香港有意思 二不限 3%
,,51,2025-07-07 00:00:00,,,,,深圳芳林子,15493.4,13000*1.18*1.01=15493.4,14:58:00,,11323.12,Nancy-印度户15➕1
,,52,2025-07-07 00:00:00,,,,,海总新渠道 10+1,3390,3000*1.13=3390,15:07:00,,1817.25,海总新渠道 10+1
,,53,2025-07-07 00:00:00,印度20期,50400,,20:29:00,,,,,,138682.4676,6月结余
,,54,2025-07-08 00:00:00,拉总（印度）24,3144,,00:56:00,后勤支出,62407.1115,"6月分红- 张总138,682.47*0.45=62407.1115",10:23:00,,1512556.208,
,,55,2025-07-08 00:00:00,,,,,广告配套,100,20个端口,11:23:00,,,
,,56,2025-07-08 00:00:00,,,,,广告配套,225,防护续费,13:10:00,,,
,,57,2025-07-08 00:00:00,,,,,深圳芳林子,9412.86,7898.02*1.18*1.01=9412.86,13:56:00,,,
,,58,2025-07-08 00:00:00,,,,,印度企业户 欧洲美金户,3450,3000*1.15=3450U,13:58:00,,,
,,59,2025-07-08 00:00:00,,,,,海总新渠道 10+1,3390,3000*1.13=3390,13:59:00,,,
,,60,2025-07-08 00:00:00,德国股票粉（3）组【张小强】,2772.8,"7月6-7日德国股票粉（3）组【张小强】

7/6
G25  有效2.66
k33  有效8.33
共计11
7/7
G-25有效6.33

合计: （11+6.33）*160=2772.8
",14:37:00,,,,,,,
,,61,2025-07-08 00:00:00,黑泽-欧洲户对接,1120.8,退款,16:52:00,启航广告费,2222.23,2000*1.1/0.99=2222.23,20:52:00,,,
,,62,2025-07-08 00:00:00,拉总（印度）24,6024,,22:11:00,,,,,,,
,,63,2025-07-09 00:00:00,,,,,深圳芳林子,21452.4,(15000+3000)*1.18*1.01=21452.4,13:56:00,,,
,,64,2025-07-09 00:00:00,,,,,海总新渠道 10+1,14630,3000*1.11+10000*1.13=14630,13:58:00,,,
,,65,2025-07-09 00:00:00,,,,,预支,50000,7月张总预支5w分红,18:32:00,,,
,,66,2025-07-10 00:00:00,拉总（印度）24,3984,,12:48:00,,,,,,,
,,67,2025-07-10 00:00:00,,,,,海总新渠道 10+1,7970,10000*1.13-3000*1.11=7970,13:49:00,,,
,,68,2025-07-10 00:00:00,,,,,深圳芳林子,24524.35,20577.57*1.18*1.01=24524.35,13:51:00,,,
,,69,2025-07-10 00:00:00,德国股票粉（3）组【张小强】,1760,"7月8-9日德国股票粉（3）组【张小强】

7/8  k33  有效2

7/9  k33有效3
G25  有效6
共计有效9

合计: （2+3+6）*160=1760",14:07:00,,,,,,,
,,70,2025-07-10 00:00:00,印度13期,50000,,16:18:00,,,,,,,
,,71,2025-07-10 00:00:00,德国蟑螂哥渠道,3520,"7/7   有效10个
7/8 有效8个
7/9 有效4
合计：(10+8+4)*160=3520
",16:50:00,,,,,,,
,,72,2025-07-10 00:00:00,波贝4期,50000,,17:26:00,,,,,,,
,,73,2025-07-10 00:00:00,印度20期,50400,,22:14:00,,,,,,,
,,74,2025-07-11 00:00:00,,,,,海总新渠道 10+1,4520,"4000*1.13=4,520",12:40:00,,,
,,75,2025-07-11 00:00:00,,,,,深圳芳林子,36945.8,31000*1.18*1.01=36945.8,14:22:00,,,
,,76,2025-07-11 00:00:00,德国蟑螂哥渠道,1440,"7/10 
9*160=1440",16:05:00,深圳芳林子,1161.5,1000*1.15*1.01=1161.5,20:53:00,,,
,,77,2025-07-11 00:00:00,,,,,十月二不限——（泰华）,1221,"(2600-1,483.17)*1.01+21*4=1212",21:34:00,,,
,,78,2025-07-12 00:00:00,,,,,海总新渠道 10+1,18080,"16000*1.13=18,080",12:16:00,,,
,,79,2025-07-12 00:00:00,德国蟑螂哥渠道,1600,"7/11 有效10
10*160=1600",14：10,深圳芳林子,24421.8,"500*1.16*1.01=585.8，20000*1.18*1.01=23836,585.8+23836=24,421.80",14:13:00,,,
,,80,2025-07-12 00:00:00,波贝4期,50000,,17:53:00,印度企业户 欧洲美金户,1130,1000×1.13=1130U,18:56:00,,,
,,81,2025-07-13 00:00:00,,,,,海总新渠道 10+1,11300,"10000*1.13=11,300",13:41:00,,,
,,82,2025-07-13 00:00:00,,,,,深圳芳林子,11918,10000*1.18*1.01=11918,14:10:00,,,
,,83,2025-07-13 00:00:00,,,,,印度20期,15540,退款,15:15:00,,,
,,84,2025-07-13 00:00:00,德国股票粉（3）组【张小强】,5331.2,"7月10-12日德国股票粉（3）组【张小强】

7/10
L39  有效2
G25  有效2.66
共计有效4.66
7/11
G25有效2
7/12
G25  有效10.33
L39  有效16.33
共计26.66

合计: （4.66+2+26.66）*160=5331.2",16:52:00,,,,,,,
,,85,2025-07-13 00:00:00,波贝4期,50000,,21:40:00,十月二不限——（泰华）,1005,(1800-805)*1.01=1005,22:44:00,,,
,,86,2025-07-14 00:00:00,印度21期,50000,,22:51:00,,,,,,,
,,87,2025-07-14 00:00:00,德国蟑螂哥渠道,640,"7/12 有效4
4*160=640",04:11:00,海总新渠道 10+1,22600,20000*1.13=22600,14:06:00,,,
,,88,2025-07-14 00:00:00,,,,,深圳芳林子,35754,30000*1.18*1.01=35754,14:19:00,,,
,,89,2025-07-14 00:00:00,印度14期,50000,,16:57:00,凤凰渠道-泰华,3068.38,(3500-2822.94)+456.3225+210+1500*1.15=3068.38,17:10:00,,,
,,90,2025-07-14 00:00:00,德国股票粉（3）组【张小强】,4480,"7月13日德国股票粉（3）组【张小强】

7/13
E20有效1
008D有效27
共计有效28

合计: 28*160=4480",18:29:00,,,,,,,
,,91,2025-07-14 00:00:00,海总-西班牙测试,320,"6月18-30日 海总-西班牙测试

6/18 有效2
6/27  有效1
6/30  有效1

合计: (2+1+1)*80=320",18:13:00,十月二不限——（泰华）,808,800*1.01=808,,,,
,,92,2025-07-15 00:00:00,,,,,凤凰渠道-泰华,4630,4000*1.15+30=4630,11：55,,,
,,93,2025-07-15 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,545,500*1.09=545,15：21,,,
,,94,2025-07-15 00:00:00,德国股票粉（3）组【张小强】,9120,"7月14日德国股票粉（3）组【张小强】

7/14  E20  有效6

7/14   
F25  有效32
005A有效2
016群 有效17
共计有效51

合计: (6+51)*160=9120",16:02:00,广告配套,108,WS计数号9个,16:16:00,,,
,,95,2025-07-15 00:00:00,,,,,海总新渠道 10+1,562.61,（1000-493.14）*1.11=562.61U,18：33,,,
,,96,2025-07-15 00:00:00,,,,,凤凰渠道-泰华,2360,2000*1.15+60=2360,20：45,,,
,,97,2025-07-16 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,1090,1000*1.09=1090,11:42:00,,,
,,98,2025-07-16 00:00:00,德国蟑螂哥渠道,3840,"7/14 有效11

7/15 有效13
共计有效24*160=3840",12：00,凤凰渠道-泰华,4025,3500*1.15=4025,14:34:00,,,
,,99,2025-07-16 00:00:00,,,,,海总/户合作mom,5750,5000×1.13=5650+100=5750U,15:54:00,,,
,,100,2025-07-16 00:00:00,德国股票粉（3）组【张小强】,13600,"7月15日德国股票粉（3）组【张小强】

7/15
E20  有效35
H32  有效29
L39  有效2
016群 有效8
005Aq群  有效12
共计有效86

合计: (86-1)*160=13600",16:21:00,济宁韦宁&香港有意思 二不限 3%,1635,"1500*1.09=1,635",16:54:00,,,
,,101,2025-07-16 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,1635,"1500*1.09=1,635",18:01:00,,,
,,102,2025-07-16 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,2725,"2500*1.09=2,725",23:11:00,,,
,,103,2025-07-17 00:00:00,,,,,凤凰渠道-泰华,5235,4500*1.15+30*2=5235,14:09:00,,,
,,104,2025-07-17 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,1090,1000*1.09=1090,15:43:00,,,
,,105,2025-07-17 00:00:00,德国蟑螂哥渠道,480,"7/16 有效3
3*160=480",15:44:00,,,,,,,
,,106,2025-07-17 00:00:00,德国股票粉（3）组【张小强】,11200,"7月16日德国股票粉（3）组【张小强】

7/16
L39 有效19
D016群 有效9
C012  有效3
G48  有效7
H-46   有效19
005A  有效13
共计有效70

合计: 70*160=11200",16:02:00,波贝4期,9328,退款,16:08:00,,,
,,107,2025-07-17 00:00:00,,,,,广告配套,853,主页：39 ；老主页：16；千粉主页：5；BM：40；个号：65,16:45:00,,,
,,108,2025-07-17 00:00:00,印度22期,30000,,17:20:00,济宁韦宁&香港有意思 二不限 3%,1635,"1500*1.09=1,635",18:24:00,,,
,,109,2025-07-17 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,2180,"2000*1.09=2,180",19:43:00,,,
,,110,2025-07-17 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,4360,4000*1.09=4360,20：09,,,
,,111,2025-07-17 00:00:00,,,,,路人互动-海总（50-7）山,50,开户费,22:53:00,,,
,,112,2025-07-17 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,4905,4500*1.09=4905,23:08:00,,,
,,113,2025-07-18 00:00:00,德国蟑螂哥渠道,640,"7/17 有效4
4*160=640",05:02:00,凤凰渠道-泰华,4085,3500*1.15+30*2=4085,12:23:00,,,
,,114,2025-07-18 00:00:00,,,,,海总新渠道 10+1,9040,8000*1.13=9040,14:53:00,,,
,,115,2025-07-18 00:00:00,,,,,印度企业户 欧洲美金户,4897.93,（5000-665.55）*1.13=4897.93U,15:39:00,,,
,,116,2025-07-18 00:00:00,泰华&ME-FB海外户对接群,1933.22,退款,16:30:00,,,,,,,
,,117,2025-07-18 00:00:00,德国股票粉（3）组【张小强】,9280,"7月17日德国股票粉（3）组【张小强】

7/17 
 C012群 有效8
K45  有效23
Z44  有效6
L40  有效21
G-48    H-32  无进粉
共计有效58

合计: 58*160=9280",16:40:00,济宁韦宁&香港有意思 二不限 3%,3270,"3000*1.09=3,270",18：57,,,
,,118,2025-07-18 00:00:00,,,,,凤凰渠道-泰华,4111.09,3496.6*1.15+30*3=4111.09,19:01:00,,,
,,119,2025-07-18 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,2197.08,"（3000-984.33）*1.09=2,197.08",21:22:00,,,
,,120,2025-07-18 00:00:00,,,,,海总新渠道 10+1,12430,"11000*1.13=12,430",15：41,,,
,,121,2025-07-19 00:00:00,,,,,凤凰渠道-泰华,6960,6000*1.15+30*2=6960,21:37:00,,,
,,122,2025-07-19 00:00:00,德国蟑螂哥渠道,2400,"7/18  有效15
15*160=2400",07:47:00,广告配套,500,TRX,21:45:00,,,
,,123,2025-07-20 00:00:00,,,,,海总新渠道 10+1,11300,"10000*1.13=11,300",13:15:00,,,
,,124,2025-07-20 00:00:00,德国股票粉（3）组【张小强】,1760,"7月18日德国股票粉（3）组【张小强】

7/18
G48有效7
Z44有效1
H32有效4
共计有效12-昨日多付一个=有效11

合计: 11*160=1760",14:31:00,,,,,,,
,,125,2025-07-20 00:00:00,印度22期,3044,,17:37:00,,,,,,,
,,126,2025-07-20 00:00:00,印度22期,18204,,17:52:00,凤凰渠道-泰华,6900,6000*1.15=6900,20:34:00,,,
,,127,2025-07-20 00:00:00,,,,,凤凰渠道-泰华,3660,7*30+3000*1.15=3660,23：54,,,
,,128,2025-07-21 00:00:00,,,,,广告配套,200,防护续费,12:07:00,,,
,,129,2025-07-21 00:00:00,,,,,海总新渠道 10+1,19210,"17000*1.13=19,210",12：48,,,
,,130,2025-07-21 00:00:00,印度24期,50000,,15:00:00,广告配套,185,主页：2 ；老主页：16；千粉主页：3；个号：15,17:25:00,,,
,,131,2025-07-21 00:00:00,,,,,启航广告费,1244.14,"5379.65-3296.86-838.65=1,244.14",18:00:00,,,
,,132,2025-07-21 00:00:00,,,,,凤凰渠道-泰华,10320,9000*1.15-30=10320,18:12:00,,,
,,133,2025-07-21 00:00:00,,,,,济宁韦宁&香港有意思 二不限 3%,545,500*1.09=545,22:16:00,,,
,,134,2025-07-22 00:00:00,德国蟑螂哥渠道,3360,"7/20  有效8
7/21 有效13
共计：8+13=21
21*160=3360",06:18:00,海总新渠道 10+1,1130,1000*1.13=1130,13:45:00,,,
,,135,2025-07-22 00:00:00,,,,,广告配套,52,WS计数，2个63，2个91,15:58:00,,,
,,136,2025-07-22 00:00:00,德国股票粉（3）组【张小强】,3360,"7月21日德国股票粉（3）组【张小强】

7/21
005A有效6
K-45有效19
E66有效17
共计有效42

合计: 21*160=3360",16:42:00,济宁韦宁&香港有意思 二不限 3%,1090,1000*1.09=1090,16:16:00,,,
,,137,2025-07-22 00:00:00,海总/户合作mom,5156,退款,20:03:00,凤凰渠道-泰华,4600,4000*1.15=4600,22:40:00,,,
,,138,2025-07-23 00:00:00,,,,,印度户印尼企业户,591.69,492.31*1.08+30*2=591.69,12:52:00,,,
,,139,2025-07-23 00:00:00,,,,,海总新渠道 10+1,18080,"16000*1.13=18,080",13:53:00,,,
,,140,2025-07-23 00:00:00,德国股票粉（3）组【张小强】,4960,"7月21-22日德国股票粉（3）组【张小强】

7/21
005A有效6
K-45有效19
E66有效17
共计有效42

7/22
G26有效10

7/21 有效少算了21个
合计:( 42+10-21)*160=4960
",14:02:00,凤凰渠道-泰华,5177.3,（5000-498）*1.15=5177.3,17：27,,,
,,141,2025-07-23 00:00:00,,,,,凤凰渠道-泰华,4600,4000*1.15=4600,18：58,,,
,,142,2025-07-24 00:00:00,印度24期,50000,,11：48,,,,,,,
,,143,2025-07-24 00:00:00,,,,,印度户印尼企业户,6426.63,"5941.321804+485.31=6,426.63",12:03:00,,,
,,144,2025-07-24 00:00:00,,,,,海总新渠道 10+1,13560,12000*1.13=13560,13:54:00,,,
,,145,2025-07-24 00:00:00,,,,,凤凰渠道-泰华,8050,7000*1.15=8050,14：38,,,
,,146,2025-07-24 00:00:00,印度15期,50000,,17：26,凤凰渠道-泰华,4600,4000*1.15=4600,18:05:00,,,
,,147,2025-07-24 00:00:00,德国（海哥）,4800,预付30个,11:37:00,,,,,,,
,,148,2025-07-25 00:00:00,,,,,印度户印尼企业户,9594.08,"8883.41*1.08=9,594.08",12：02,,,
,,149,2025-07-25 00:00:00,,,,,凤凰渠道-泰华,7985.93,(9000-2186.15)*1.15+30*5=7985.93,16：33,,,
,,150,2025-07-25 00:00:00,海总新渠道 10+1,1817.25,退款,18:02:00,Y-5208 FB欧/美户,1645,1000×1.1+500×1.09=1645,18:18:00,,,
,,151,2025-07-25 00:00:00,,,,,广告配套,450,IP续费,19:57:00,,,
,,152,2025-07-25 00:00:00,,,,,凤凰渠道-泰华,4720,4000*1.15+60*2=4720,20:08:00,,,
,,153,2025-07-25 00:00:00,,,,,启航广告费,2328.88,2500+376.97-548.09=2328.88,22:47:00,,,
,,154,2025-07-25 00:00:00,,,,,波贝5期,6116,退款,23:43:00,,,
,,155,2025-07-26 00:00:00,拉总（印度）24,2448,,00:04:00,,,,,,,
,,156,2025-07-26 00:00:00,德国（海哥）,2280,"日期：7.25
用途：德国（海哥）
单价：160
有效：15个
金额：15*160-预付剩余款120=2280",00:47:00,,,,,,,
,,157,2025-07-26 00:00:00,,,,,印度户印尼企业户,7457.46,6905.06*1.08=7457.46,12:06:00,,,
,,158,2025-07-26 00:00:00,,,,,凤凰渠道-泰华,8050,7000*1.15=8050,15:05:00,,,
,,159,2025-07-26 00:00:00,,,,,路人互动-海总（50-7）山,600,-50-500*1.1=-600,17：04,,,
,,160,2025-07-26 00:00:00,印度15期,50000,,19：04,,,,,,,
,,161,2025-07-27 00:00:00,,,,,印度户印尼企业户,17111.04,"15,815.77+1,295.26=17,111.04",12:04:00,,,
,,162,2025-07-27 00:00:00,,,,,凤凰渠道-泰华,5160,4000*1.15+500*1.12=5160,18:19:00,,,
,,163,2025-07-27 00:00:00,,,,,路人互动-海总（50-7）山,550,500*1.1=550,20:44:00,,,
,,164,2025-07-28 00:00:00,,,,,印度户印尼企业户,10713.33,"9,901.23+812.10=10,713.33",12:07:00,,,
,,165,2025-07-28 00:00:00,,,,,深圳芳林子,9951.14,(11000-2506.37)*1.16*1.01=9951.14,13:35:00,,,
,,166,2025-07-28 00:00:00,意大利3期,30000,,14:21:00,广告配套,292.84,主页：8；老主页：21；千粉主页：2；个号：20；老BM: 10,17:19:00,,,
,,167,2025-07-28 00:00:00,,,,,凤凰渠道-泰华,3525,2500*1.15+500*1.12+3*30=3525,17:23:00,,,
,,168,2025-07-29 00:00:00,,,,,深圳芳林子,22279.78,（20000-983.46)*1.16*1.01=22279.78,14:03:00,,,
,,169,2025-07-29 00:00:00,,,,,路人互动-海总（50-7）山,550,500*1.1=550,14:04:00,,,
,,170,2025-07-29 00:00:00,印度25期,50000,,14:40:00,,,,,,,
,,171,2025-07-29 00:00:00,开户美国三不限户,694.36,退款,14:44:00,凤凰渠道-泰华,5481.23,"(4500-707.54)*1.15+1000*1.12=5,481.33",15:28:00,,,
,,172,2025-07-29 00:00:00,印度15期,29228,尾款,17:16:00,路人互动-海总（50-7）山,550,500*1.1=550,17:27:00,,,
,,173,2025-07-29 00:00:00,,,,,凤凰渠道-泰华,7475,6500*1.15=7475,21:36:00,,,
,,174,2025-07-29 00:00:00,,,,,路人互动-海总（50-7）山,2200,-2000*1.1=-2200,22:48:00,,,
,,175,2025-07-30 00:00:00,,,,,启航广告费,5845.38,"(5994.97-1180)+1,030.41=5,845.38",11:52:00,,,
,,176,2025-07-30 00:00:00,老傅渠道,140,退款,13:05:00,凤凰渠道-泰华,5750,5000*1.15=5750,13:10:00,,,
,,177,2025-07-30 00:00:00,,,,,深圳芳林子,2343.2,2000*1.16*1.01=2343.2,13:47:00,,,
,,178,2025-07-30 00:00:00,,,,,海总新渠道 10+1,570,500*1.14=570,14:52:00,,,
,,179,2025-07-30 00:00:00,,,,,凤凰渠道-泰华,4178.962,5000-866.12-500=3633.88*1.15=4178.962,16:53:00,,,
,,180,2025-07-30 00:00:00,,,,,阿水 印度mom 11+1,5600,5000*1.12=5600,17:08:00,,,
,,181,2025-07-30 00:00:00,B1印度,50000,,18：41,凤凰渠道-泰华,8625,7500*1.15=8625,18:41:00,,,
,,182,2025-07-30 00:00:00,,,,,路人互动-海总（50-7）山,1100,-1000*1.1=-1100,19:58:00,,,
,,183,2025-07-30 00:00:00,,,,,凤凰渠道-泰华,4719.8,4500*1.15-455.2=4719.8,20:01:00,,,
,,184,2025-07-31 00:00:00,,,,,启航广告费,2311.3,"2000+311.31-0.01=2,311.30",11:52:00,,,
,,185,2025-07-31 00:00:00,,,,,印度户印尼企业户,10673.36,"9,864.22+809.14=10,673.36",13:02:00,,,
,,186,2025-07-31 00:00:00,德国股票粉（1）组【张小强】,9600,,14:12:00,广告配套,209,耐用号*5,14:47:00,,,
,,187,2025-07-31 00:00:00,,,,,凤凰渠道-泰华,6900,6000*1.15=6900,15:54:00,,,
,,188,2025-07-31 00:00:00,,,,,凤凰渠道-泰华,4205,3500*1.15+6*30=4205,18:41:00,,,
,,189,2025-07-31 00:00:00,意大利3期,50000,,18:55:00,凤凰渠道-泰华,4025,3500*1.15=4025,20:52:00,,,
,,190,2025-07-31 00:00:00,印度25期,30000,,22:39:00,凤凰渠道-泰华,5750,5000*1.15=5750,23:30:00,✅,,
,,191,,,,,,,,,,,,
,,192,,,,,,,,,,,,
,,193,,,,,,,,,,,,
,,194,,,,,,,,,,,,
,,195,,,,,,,,,,,,
,,196,,,,,,,,,,,,
,,197,,,,,,,,,,,,
,,198,,,,,,,,,,,,
,,199,,,,,,,,,,,,
,,200,,,,,,,,,,,,
,,201,,,,,,,,,,,,
,,202,,,,,,,,,,,,
,,203,,,,,,,,,,,,
,,204,,,,,,,,,,,,
,,205,,,,,,,,,,,,
,,206,,,,,,,,,,,,
,,207,,,,,,,,,,,,
,,208,,,,,,,,,,,,
,,209,,,,,,,,,,,,
,,210,,,,,,,,,,,,
,,211,,,,,,,,,,,,
,,212,,,,,,,,,,,,
,,213,,,,,,,,,,,,
,,214,,,,,,,,,,,,
,,215,,,,,,,,,,,,
,,216,,,,,,,,,,,,
,,217,,,,,,,,,,,,
,,218,,,,,,,,,,,,
,,219,,,,,,,,,,,,
,,220,,,,,,,,,,,,
